id,munin,vereda,longitud,latitud,tipo_fuente,equi_control,tipo_activ,proceso,nseguim,fecha_otro,fecha_ven,vigente,cont_evaluad,tipo_comb,alt_ptemi,diam_ptem,estudio,tit_minero,observacion,Coordenadas
158,Duitama,De Jose Suarez,-73.02379722,5.80311111,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-73.02379722 5.80311111)
159,Corrales,Reyes Patria,-72.83381389,5.80804167,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.83381389 5.80804167)
160,Gameza,San Antonio,-72.76027222,5.82679722,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.76027222 5.82679722)
161,Gameza,Quebrada Las Vegas,-72.76332778,5.82916389,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.76332778 5.82916389)
162,Tasco,Santa Barbara,-72.72698611,5.83183611,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,Expediente Activo,POINT (-72.72698611 5.83183611)
163,Duitama,Zona Urbana,-73.03033056,5.83383889,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.03033056 5.83383889)
164,Busbanza,Quebradas,-72.88833333,5.84055278,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.88833333 5.84055278)
165,Corrales,Reyes Patria,-72.83701667,5.84191667,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.83701667 5.84191667)
166,Duitama,San Antonio Sur,-73.02822778,5.842125,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.02822778 5.842125)
167,Tasco,Santa Barbara,-72.66947778,5.84935,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.66947778 5.84935)
168,Santa Rosa De Viterbo,Gratamira,-72.98774722,5.85312222,Hornos Y Sistema De Pulverizacion,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.98774722 5.85312222)
169,Santa Rosa De Viterbo,Gratamira,-72.98794167,5.85313333,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.98794167 5.85313333)
170,Santa Rosa De Viterbo,Gratamira,-72.99962222,5.85825556,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.99962222 5.85825556)
171,Duitama,Santa Ana,-73.06525556,5.86104444,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.06525556 5.86104444)
172,Tasco,San Isidro,-72.74488889,5.86536389,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.74488889 5.86536389)
173,Socota,Centro,-72.57283,5.876427,Horno De Fundicion De Hierro,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.57283 5.876427)
174,Paipa,Pena Amarilla,-73.1408,5.89871667,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.1408 5.89871667)
175,Duitama,Santa Ana,-73.05585833,5.90941667,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.05585833 5.90941667)
176,Santa Rosa De Viterbo,Cucubo,-73.00055556,5.92321667,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.00055556 5.92321667)
177,Socha,La Laja (Sector La Chapa),-72.68437778,5.93446389,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.68437778 5.93446389)
178,Socha,La Laja (Sector La Chapa),-72.68566944,5.93701667,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.68566944 5.93701667)
179,Socota,Comeza Hoyada,-72.62003611,5.98385556,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.62003611 5.98385556)
180,Socha,Waita Sector Sochuelo,-72.71971389,5.98625278,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.71971389 5.98625278)
181,Belen,Centro,-72.91366389,5.98791944,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.91366389 5.98791944)
182,Paz De Rio,Urbana,-72.74655278,5.98933889,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.74655278 5.98933889)
183,Paz De Rio,El Salitre,-72.73921111,5.99687778,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.73921111 5.99687778)
184,Paz De Rio,El Salitre,-72.73947778,5.99736944,Trituracion Y Patio De Acopio,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.73947778 5.99736944)
185,Paz De Rio,La Mesa,-72.759375,5.99878056,Minas / Bulldozer / Retroexcavadoras / Voladuras / Moto Niveladora / Vibrocompactador / Cargador / Camiones / Volquetas De Doble Troque / Carro Tanque Doble Troque,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.759375 5.99878056)
186,Paz De Rio,La Mesa,-72.759375,5.99878056,Minas / Bulldozer / Retroexcavadoras / Voladuras / Moto Niveladora / Vibrocompactador / Cargador / Camiones / Volquetas De Doble Troque / Carro Tanque Doble Troque,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.759375 5.99878056)
187,Paz De Rio,El Salitre,-72.73805,5.999125,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.73805 5.999125)
188,Socha,El Pozo,-72.70051111,6.00270278,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.70051111 6.00270278)
189,Belen,Santa Barbara,-72.82415556,6.00496944,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.82415556 6.00496944)
190,Belen,El Bosque,-72.91998333,6.00983889,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.91998333 6.00983889)
191,Socha,El Alto,-72.65363611,6.01409167,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.65363611 6.01409167)
192,Socha,El Alto,-72.65531111,6.01578611,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.65531111 6.01578611)
193,Socha,El Hato,-72.65737778,6.01661389,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.65737778 6.01661389)
194,Socha,El Alto,-72.65710833,6.01940556,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.65710833 6.01940556)
195,Socha,El Alto,-72.65601944,6.02145556,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.65601944 6.02145556)
196,Paz De Rio,Socotacito,-72.7653,6.02214444,Dispersa,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.7653 6.02214444)
197,Belen,El Bosque,-72.91127222,6.03389444,Infraccion Ambiental,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.91127222 6.03389444)
198,Sativasur,Los Tunjos,-72.69143889,6.0523,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.69143889 6.0523)
199,Puerto Boyaca,Calderon,-74.55388889,6.05587778,1,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-74.55388889 6.05587778)
200,Chitaraque,Potrero Grande,-73.41936667,6.06736111,Planta,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.41936667 6.06736111)
201,Tutaza,El Tobal,-72.90317778,6.09787778,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.90317778 6.09787778)
202,Jerico,Centro,-72.57806667,6.14844444,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.57806667 6.14844444)
203,Susacon,Cardonal,-72.69320833,6.18159722,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.69320833 6.18159722)
204,Chita,Mortinal,-72.47520278,6.22101944,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.47520278 6.22101944)
205,Soata,La Chorrera,-72.68805,6.26489444,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.68805 6.26489444)
206,Soata,La Chorrera,-72.69027778,6.26638333,Horno Secador,NA,NA,NA,1,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.69027778 6.26638333)
207,Soata,La Chorrera,-72.687725,6.27137778,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.687725 6.27137778)
208,Boavita,El Cabuyal,-72.59711944,6.29440556,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.59711944 6.29440556)
209,Boavita,El Cabuyal,-72.59645278,6.294475,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.59645278 6.294475)
210,Boavita,La Ochaca,-72.590175,6.31571944,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.590175 6.31571944)
211,Boavita,La Chorrera,-72.64968611,6.32932778,Puntual,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.64968611 6.32932778)
212,Guacamayas,Chiveche,-72.48945278,6.41175278,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.48945278 6.41175278)
213,Panqueba,Ovejeras,-72.44241944,6.43018056,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.44241944 6.43018056)
214,Panqueba,El Reposo,-72.46821111,6.44578056,NA,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.46821111 6.44578056)
215,Panqueba,El Reposo,-72.46863889,6.44785278,Trituracion,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.46863889 6.44785278)
216,Topaga,San Juan Nepomuceno,-72.85361111,5.76861111,Centro De Acopio,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.85361111 5.76861111)
217,Moniquira,Centro,-73.57282778,5.876425,Horno De Fundicion De Hierro,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.57282778 5.876425)
218,Paz De Rio,El Salitre,-72.73947778,5.99736944,Trituracion Y Patio De Acopio,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.73947778 5.99736944)
219,Santa Rosa De Viterbo,Gratamira,-72.98774722,5.85312222,Hornos Y Sistema De Pulverizacion,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.98774722 5.85312222)
220,Paz De Rio,La Mesa,-72.759375,5.99878056,Minas / Bulldozer / Retroexcavadoras / Voladuras / Moto Niveladora / Vibrocompactador / Cargador / Camiones / Volquetas De Doble Troque / Carro Tanque Doble Troque,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.759375 5.99878056)
221,Samaca,La Chorrera,-73.53267222,5.47159444,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.53267222 5.47159444)
222,Samaca,La Chorrera,-73.53615,5.46884444,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.53615 5.46884444)
223,Puerto Boyaca,Puerto Nino,-74.55114722,5.93798056,Trituracion Material,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-74.55114722 5.93798056)
224,Samaca,La Chorrera,-73.53267222,5.47159444,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.53267222 5.47159444)
225,Samaca,La Chorrera,-73.53615,5.46884444,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.53615 5.46884444)
226,Samaca,La Chorrera,-73.53267222,5.47159444,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.53267222 5.47159444)
227,Samaca,La Chorrera,-73.53615,5.46884444,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.53615 5.46884444)
228,Duitama,San Lorenzo,-73.06343333,5.79015278,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.06343333 5.79015278)
229,Sogamoso,Parque Industrial,-72.8955,5.75383889,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.8955 5.75383889)
230,Topaga,San Juan Nepomuceno,-72.87925556,5.76913056,Planta Asfaltica,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.87925556 5.76913056)
231,Topaga,San Juan Nepomuceno,-72.87951667,5.76943611,Trituracion Material,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.87951667 5.76943611)
232,Topaga,San Juan Nepomuceno,-72.87979722,5.76953611,Trituracion Material,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.87979722 5.76953611)
233,San Jose De Pare,Balsa Y Resguardo,-73.53193889,6.03406667,Caldera,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.53193889 6.03406667)
234,Paipa,La Bolsa,-73.14945917,5.78845,Trituracion,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.14945917 5.78845)
235,Sogamoso,Zona Urbana (Gustavo Jimenez),-72.90307222,5.75655833,Molino,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.90307222 5.75655833)
236,Socha,Waita Sector Sochuelo,-72.71696944,5.98654167,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-72.71696944 5.98654167)
237,Samaca,Loma Redonda,-73.57472222,5.45248889,Hornos,NA,NA,NA,0,,,NA,NA,NA,,,NA,NA,NA,POINT (-73.57472222 5.45248889)
238,Nobsa,Corregimiento De Belencito,-72.90166667,5.76638889,Caldera / Horno,Lavadores,Planta De Mezcla Asfaltica,Horno,4,,12/31/2013 12:00:00 AM,No,Material Particulado Nox Sox,Fuel Oil,20,0.60000002,Emisiones,NA,Renovacion De Permiso De Emisiones,POINT (-72.90166667 5.76638889)
239,Corrales,Reyes Patria,-72.83666667,5.84083333,Caldera / Horno,Filtro De Manga,Secado De Arena De Silice,Horno,0,,,NA,Material Particulado; Nox; Sox,Gas Natural,10,,Emisiones,NA,Solicitud Permiso De Emisiones,POINT (-72.83666667 5.84083333)
240,Soata,La Laguna,-72.64944444,6.32583333,De Area,Precipitador,Extraccion De Material,Trituracion,1,,06/21/2015 12:00:00 AM,Si,Dioxido De Axufre; Oxidos De Nitrogeno,Fuel Oil,,,Calidad Del Aire,NA,La Empresa Ya No Esta Operandoen Esta Area,POINT (-72.64944444 6.32583333)
241,Panqueba,El Reposo,-72.47091389,6.44736111,Dispersa,Otro,Dispersa,Trituracion,2,,10/31/2016 12:00:00 AM,Si,NA,Emulsiones,,,Emisiones,PLACA NO.*,NA,POINT (-72.47091389 6.44736111)
242,Socha,Waita-Socha Viejo,-72.71264722,5.98386111,Caldera / Horno,Otro,Produccion De Coque,Horno,0,,,NA,Mp Sox Hct Dioxinas; Furanos,Carbon,22,,Emisiones,NA,Solicitud Permiso De Emisiones,POINT (-72.71264722 5.98386111)
243,Samaca,Pataguy,-73.50522222,5.47911111,Caldera / Horno,NA,Produccion De Coque,Horno,4,06/24/2009 12:00:00 AM,07/27/2014 12:00:00 AM,No,Mp; So2; Hct; Dioxinas; Furanos,Carbon,20,1,Emisiones,NA,Se Encuentra En Proceso De Renovacion; Allegaron Documentacion Con 60 Dias De Antelacion Al Vencimiento Del Permiso,POINT (-73.50522222 5.47911111)
244,Samaca,Pataguy,-73.50511111,5.47961111,Caldera / Horno,NA,Produccion De Coque,Horno,4,06/24/2009 12:00:00 AM,07/27/2014 12:00:00 AM,No,NA,Carbon,15,0.80000001,NA,NA,Proyecto Piloto De La Uptc; La Sociedad Lo Quiere Acoger En Su Permiso,POINT (-73.50511111 5.47961111)
245,Samaca,Pataguy,-73.50505556,5.47911111,Dispersa,NA,Produccion De Coque,Molienda,4,06/24/2009 12:00:00 AM,07/27/2014 12:00:00 AM,No,NA,NA,,,Calidad Del Aire,NA,NA,POINT (-73.50505556 5.47911111)
246,Samaca,Pataguy,-73.50530556,5.47911111,Dispersa,NA,Produccion De Coque,Molienda,4,06/24/2009 12:00:00 AM,07/27/2014 12:00:00 AM,No,NA,NA,,,Calidad Del Aire,NA,NA,POINT (-73.50530556 5.47911111)
247,Samaca,La Chorrera,-73.54697222,5.46916667,Caldera / Horno,NA,Produccion De Coque,Horno,3,08/14/2008 12:00:00 AM,08/14/2013 12:00:00 AM,No,Mp; So2; Hct,Carbon,18,0.80000001,Emisiones,NA,Se Encuentra En Proceso De Renovacion; Allegaron Documentacion Con 60 Dias De Antelacion Al Vencimiento Del Permiso,POINT (-73.54697222 5.46916667)
248,Samaca,La Chorrera,-73.54676389,5.46905556,Dispersa,NA,Produccion De Coque,Molienda,3,08/14/2008 12:00:00 AM,08/14/2013 12:00:00 AM,No,Pm-10,NA,,,Calidad Del Aire,NA,Necanismo Que Se Mueve Mediante Electricidad,POINT (-73.54676389 5.46905556)
249,Samaca,La Chorrera,-73.53386111,5.46883333,Caldera / Horno,NA,Produccion De Coque,Horno,1,04/01/2014 12:00:00 AM,04/12/2019 12:00:00 AM,Si,Mp; So2; Hct,Carbon,15.5,0.60000002,Emisiones; Calidad De Aire,NA,NA,POINT (-73.53386111 5.46883333)
250,Samaca,La Chorrera,-73.54766667,5.46841667,Caldera / Horno,NA,Produccion De Coque,Horno,3,10/20/2009 12:00:00 AM,10/20/2014 12:00:00 AM,No,Mp; So2; Hct,Carbon,18,0.80000001,Emisiones,NA,Se Encuentra En Proceso De Renovacion; Allegaron Documentacion Con 60 Dias De Antelacion Al Vencimiento Del Permiso,POINT (-73.54766667 5.46841667)
251,Topaga,San Juan Nepomuceno,-72.87925556,5.76913056,Caldera / Horno,Acpm,NA,NA,1,08/22/2014 12:00:00 AM,08/22/2019 12:00:00 AM,NA,Mp; So2; Nox,Acpm,,15,NA,NA,Fija,POINT (-72.87925556 5.76913056)
252,Topaga,San Juan Nepomuceno,-72.87951667,5.76943611,Dispersa,Electricidad,NA,NA,1,08/22/2014 12:00:00 AM,08/22/2019 12:00:00 AM,NA,Pm-10; So2; No2,Electricidad,,,NA,NA,Dispersa,POINT (-72.87951667 5.76943611)
253,Topaga,San Juan Nepomuceno,-72.8798,5.76953611,Dispersa,Electricidad,NA,NA,1,08/22/2014 12:00:00 AM,08/22/2019 12:00:00 AM,NA,Pm-10; So2; No2,Electricidad,,,NA,NA,Dispersa,POINT (-72.8798 5.76953611)
254,Combita,San Isidro,-73.29452778,5.64883333,Caldera / Horno,NA,Fabricacion De Productos A Base De Arcilla,Horno,2,06/16/2010 12:00:00 AM,06/16/2015 12:00:00 AM,No,Mp; So2; Nox,Carbon,20,2,Emisiones,NA,Se Encuentra En Proceso De Renovacion; Allegaron Documentacion Con 60 Dias De Antelacion Al Vencimiento Del Permiso,POINT (-73.29452778 5.64883333)
255,Combita,San Isidro,-73.29511111,5.64875,Caldera / Horno,NA,Fabricacion De Productos A Base De Arcilla,Horno,2,06/16/2010 12:00:00 AM,06/16/2015 12:00:00 AM,No,Mp; So2; Nox,Carbon,16,0.5,Emisiones,NA,NA,POINT (-73.29511111 5.64875)
256,Combita,San Isidro,-73.29425,5.64847222,Dispersa,NA,Fabricacion De Productos A Base De Arcilla,Molienda,2,06/16/2010 12:00:00 AM,06/16/2015 12:00:00 AM,No,Material Particulado (Mp),NA,,,Calidad Del Aire,NA,NA,POINT (-73.29425 5.64847222)
257,Combita,San Isidro,-73.29461111,5.64861111,Dispersa,NA,Fabricacion De Productos A Base De Arcilla,Molienda,2,06/16/2010 12:00:00 AM,06/16/2015 12:00:00 AM,No,Material Particulado (Mp),NA,,,Calidad Del Aire,NA,NA,POINT (-73.29461111 5.64861111)
258,Tunja,Runta,-73.37644444,5.51036111,Caldera / Horno,NA,Fabricacion De Productos A Base De Arcilla,Horno,3,11/27/2012 12:00:00 AM,11/27/2017 12:00:00 AM,Si,Mp; So2; Nox,Carbon,17,,Emisiones,NA,NA,POINT (-73.37644444 5.51036111)
259,Tunja,Runta,-73.37541667,5.51002778,Caldera / Horno,NA,Fabricacion De Productos A Base De Arcilla,Horno,3,11/27/2012 12:00:00 AM,11/27/2017 12:00:00 AM,Si,Mp; So2; Nox,Carbon,19,,Emisiones,NA,NA,POINT (-73.37541667 5.51002778)
260,Tunja,Runta,-73.37531944,5.51020833,Dispersa,NA,Fabricacion De Productos A Base De Arcilla,Molienda,3,11/27/2012 12:00:00 AM,11/27/2017 12:00:00 AM,Si,Material Particulado (Mp),NA,,,Calidad Del Aire,NA,NA,POINT (-73.37531944 5.51020833)
261,Tunja,Runta,-73.37588333,5.51013611,Dispersa,NA,Fabricacion De Productos A Base De Arcilla,Molienda,3,11/27/2012 12:00:00 AM,11/27/2017 12:00:00 AM,Si,Material Particulado (Mp),NA,,,Calidad Del Aire,NA,NA,POINT (-73.37588333 5.51013611)
262,Tunja,Runta,-73.37536111,5.5095,Dispersa,NA,Fabricacion De Productos A Base De Arcilla,Acopio,3,11/27/2012 12:00:00 AM,11/27/2017 12:00:00 AM,Si,Material Particulado (Mp),NA,,,Calidad Del Aire,NA,NA,POINT (-73.37536111 5.5095)
263,Paipa,El Volcan,-73.15763611,5.76473889,De Area,NA,Acopio De Puzolana,Acopio,2,10/18/2011 12:00:00 AM,10/18/2016 12:00:00 AM,Si,Material Particulado (Mp),NA,,,Calidad Del Aire,NA,NA,POINT (-73.15763611 5.76473889)
264,Paipa,El Volcan,-73.16419444,5.76096389,De Area,NA,Acopio De Carbon,Acopio,2,11/16/2010 12:00:00 AM,11/16/2015 12:00:00 AM,Si,Material Particulado (Mp),NA,,,Calidad Del Aire,NA,NA,POINT (-73.16419444 5.76096389)
265,Topaga,San Juan Nepomuceno,-72.87711389,5.76631389,De Area,NA,Centro De Acopio,Acopio,2,06/05/2012 12:00:00 AM,06/05/2017 12:00:00 AM,Si,Material Particulado (Mp),NA,,,Calidad Del Aire,NA,NA,POINT (-72.87711389 5.76631389)
266,Topaga,San Juan Nepomuceno,-72.87712222,5.76587222,Dispersa,NA,Centro De Acopio,Trituracion,2,06/05/2012 12:00:00 AM,06/05/2017 12:00:00 AM,Si,Material Particulado (Mp),NA,,,Calidad Del Aire,NA,NA,POINT (-72.87712222 5.76587222)
267,Oicata,Poravita,-73.304908,5.625257,Incineracion,Camaras,Horno Crematorio De Restos Humanos,Horno,2,,02/25/2019 12:00:00 AM,Si,Benzopireno; Dibenzoantraceno; Mp; Co; Hct,Gas Natural,11.60000038,,Calidad Del Aire,NA,NA,POINT (-73.304908 5.625257)
268,Sogamoso,San Jose Porvenir,-72.88045289,5.76274935,De Area,Otro,Acopio De Carbon,Acopio,2,,06/03/2015 12:00:00 AM,Si,NA,NA,,,NA,NA,El Permiso Se Encuentra Vigente Debido A Que El Titular Solicito Renovacion Dentro Del Termino Indicado,POINT (-72.88045289 5.76274935)
269,Tunja,Zona Urbana,-73.362748,5.535197,Otro,Otro,Centro De Diagnostico Automotor,Cda,4,,12/18/2016 12:00:00 AM,Si,NA,Gasolina,,,Emisiones,NA,Se Trata De Centro De Diagnostico Automotor Que Verifica Emisiones Contaminates De Fuentes Moviles,POINT (-73.362748 5.535197)
270,Sogamoso,Zona Urbana,-72.905928,5.749659,Caldera / Horno,Filtro De Manga,Molienda Y Pulverizacion De Oxidos De Magnesio,Trituracion,2,,05/18/2016 12:00:00 AM,Si,Pm-10,Gas Natural,,,Calidad Del Aire,NA,NA,POINT (-72.905928 5.749659)
271,Combita,San Onofre,-73.335596,5.585746,Caldera / Horno,Otro,Explotacion Y Beneficio De Arcilla,Horno,2,,,Si,NA,Carbon,,,NA,18161,Cuenta Con Aprobacion De Plan De Manejo Ambiental Mas No Cuenta Con Permiso De Emisiones Atmosfericas,POINT (-73.335596 5.585746)
272,Topaga,San Juan Nepomuceno,-72.87907667,5.76893917,Caldera / Horno,NA,Produccion Mezcla Asfaltica,Horno,2,08/22/2014 12:00:00 AM,08/22/2019 12:00:00 AM,Si,NA,Acpm,15,0.60000002,Emisiones,NA,NA,POINT (-72.87907667 5.76893917)
273,Topaga,San Juan Nepomuceno,-72.88043722,5.77018972,Dispersa,NA,Produccion Mezcla Asfaltica,Trituracion,2,08/22/2014 12:00:00 AM,08/22/2019 12:00:00 AM,Si,Pm-10; So2; No2,NA,,,Calidad Del Aire,NA,NA,POINT (-72.88043722 5.77018972)
274,Topaga,San Juan Nepomuceno,-72.88020306,5.76995417,Dispersa,NA,Produccion Mezcla Asfaltica,Trituracion,2,08/22/2014 12:00:00 AM,08/22/2019 12:00:00 AM,Si,Pm-10; So2; No2,NA,,,Calidad Del Aire,NA,NA,POINT (-72.88020306 5.76995417)
275,Topaga,San Juan Nepomuceno,-72.87977861,5.77003472,Dispersa,NA,Produccion Mezcla Asfaltica,Trituracion,2,08/22/2014 12:00:00 AM,08/22/2019 12:00:00 AM,Si,Pm-10; So2; No2,NA,,,Calidad Del Aire,NA,NA,POINT (-72.87977861 5.77003472)
276,Pesca,Chincua,-73.04077778,5.57426667,Caldera / Horno,NA,Fabricacion De Fertilizantes,Horno,2,07/13/2009 12:00:00 AM,07/13/2014 12:00:00 AM,No,Mp; So2; Nox; Hcl; Hf,Carbon,19.95000076,0.69999999,Emisiones,NA,Se Encuentra En Proceso De Renovacion; Allegaron Documentacion Con 60 Dias De Antelacion Al Vencimiento Del Permiso,POINT (-73.04077778 5.57426667)
277,Pesca,Chincua,-73.04086111,5.57426111,Caldera / Horno,NA,Fabricacion De Fertilizantes,Horno,2,07/13/2009 12:00:00 AM,07/13/2014 12:00:00 AM,No,Mp; So2; Nox,Carbon,22.18000031,0.73000002,Emisiones,NA,NA,POINT (-73.04086111 5.57426111)
278,Pesca,Chincua,-73.04100278,5.57365556,Caldera / Horno,NA,Fabricacion De Fertilizantes,Horno,2,07/13/2009 12:00:00 AM,07/13/2014 12:00:00 AM,NA,NA,NA,,,NA,NA,El Proceso Se Encuentra Fuera De Operacion,POINT (-73.04100278 5.57365556)
279,Pesca,Chincua,-73.50530556,5.47911111,Caldera / Horno,NA,Fabricacion De Fertilizantes,Horno,2,07/13/2009 12:00:00 AM,07/13/2014 12:00:00 AM,NA,NA,NA,,,NA,NA,El Proceso Se Encuentra Fuera De Operacion,POINT (-73.50530556 5.47911111)
280,Samaca,La Chorrera,-73.535,5.47552778,Caldera / Horno,NA,Produccion De Coque,Horno,3,06/17/2009 12:00:00 AM,06/17/2014 12:00:00 AM,No,Mp; So2; Hct; Dioxinas; Furanos,Carbon,15,0.80000001,Emisiones,NA,Se Encuentra En Proceso De Renovacion; Allegaron Documentacion Con 60 Dias De Antelacion Al Vencimiento Del Permiso. Aunado A Lo Anterior El Permiso De Emisiones De Fuentes Fijas; Inicio Su Tramite Dentro De Un Expediente De Licencia Ambiental; Pero Este,POINT (-73.535 5.47552778)
